filename,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
20180531_134722.jpg,Hole,344.02271073913846,11.89661171750955,0.13340671166346071,0.01171586307259761,0.9681711623348703,0.0001379497948946512,0.03480090231561857,0.01551015092512217,0.016475033858185443,0.017087457601916153,0.017211851269129372,0.017695360222961677,0.019222557789994855,0.0227581385231803,0.028006471233603395,0.03575799887072402,0.04604267387233153,0.05672972879292053,0.059862490053530094,0.05062326187950103,0.0377142635392554,0.028056454756622943,0.021863081818254887,0.018198900262024177,0.016171616291313015,0.015939783166956017,0.01661160943930041,0.01846809544190458,0.01924962173273534,0.01681122956452546,0.043121149510513115,0.31001011726787553
20180531_134730.jpg,Hole,25.589535280309025,3.6242209182023797,0.2711168084789145,0.017527155287973935,0.9976438551274415,0.0003082991382923005,0.035264129010738166,0.018337359644257974,0.016246905542695474,0.013884053799350565,0.012134504906925154,0.012137832955568416,0.013316464522247943,0.016611797819412293,0.021574232313368056,0.029090159223894033,0.038176548333815584,0.04789470154562114,0.050431302545492544,0.045793886537905094,0.035610874003343625,0.02652209874533822,0.01983046041104038,0.015531249497653036,0.012672392919720936,0.012096263744212963,0.01249179918579604,0.015124725216210133,0.018372963485403807,0.01954782744984568,0.04793733824427726,0.3933681283958655
20180531_135018.jpg,Hole,207.95988443294783,9.296108526791471,0.15194034540778914,0.01200639819388886,0.9808026855702973,0.00014496006683060368,0.036178463280446244,0.016174190819508744,0.016527905876253857,0.016370482896090534,0.01624338911394033,0.016844133290734312,0.018546210394965276,0.022254221723894033,0.027564154730902776,0.03550563231417181,0.045443687909915126,0.05578607001912937,0.05861817662117413,0.04987501607510288,0.0373992919921875,0.027867383917663323,0.021747290842817645,0.01800932707609954,0.015973314826871143,0.015600636172196503,0.016168476622781636,0.01798157240628215,0.018930003476241,0.01722277731561857,0.042400218822337965,0.3187679714626736
20180531_135032(1).jpg,Hole,110.26988935378193,7.098363443503605,0.17496185078989915,0.013840563240852477,0.9898251957806626,0.00019246384083731032,0.020210988237043467,0.009754071019804527,0.010917632177533436,0.011559819978941616,0.012149952076099537,0.013850522139435443,0.016920866789641203,0.02268780994807742,0.031699663327064045,0.04541436340583205,0.06448238671071245,0.08504947615258487,0.0902978716563786,0.07474608872653035,0.05230329851064172,0.03580641255947788,0.025547671219939557,0.01922092516235854,0.015297469778806584,0.013468236099054783,0.01269016344360854,0.01291307990933642,0.01321643468283822,0.011697777014210391,0.031855265299479164,0.24624175397456918
20180531_135032.jpg,Hole,110.26988935378193,7.098363443503605,0.17496185078989915,0.013840563240852477,0.9898251957806626,0.00019246384083731032,0.020210988237043467,0.009754071019804527,0.010917632177533436,0.011559819978941616,0.012149952076099537,0.013850522139435443,0.016920866789641203,0.02268780994807742,0.031699663327064045,0.04541436340583205,0.06448238671071245,0.08504947615258487,0.0902978716563786,0.07474608872653035,0.05230329851064172,0.03580641255947788,0.025547671219939557,0.01922092516235854,0.015297469778806584,0.013468236099054783,0.01269016344360854,0.01291307990933642,0.01321643468283822,0.011697777014210391,0.031855265299479164,0.24624175397456918
20180531_135038.jpg,Hole,230.79055838526529,9.911050441186081,0.15415434164992423,0.013026470855473468,0.9787099846502939,0.00017054930540884056,0.028674529903710135,0.01318591710471322,0.013541641549318416,0.01416976363570602,0.014680022565425669,0.01606047202530221,0.01852128142682613,0.023433732397762346,0.030464706106931583,0.040959299346547066,0.054780434188528807,0.06912438663435572,0.07306988249099794,0.061382905936535496,0.04446235311374743,0.03187177995595422,0.023982044110082305,0.01911103676376029,0.016259527010191614,0.01514425395447531,0.015064443580407665,0.016025182151009516,0.016571358888728138,0.014478330258969907,0.03915863665043081,0.27582207824958205
20180531_135110.jpg,Hole,153.9456330025448,8.20242737332169,0.17552442523851577,0.013697392127135749,0.9858097195729005,0.00018835863401646947,0.031986691824202676,0.016137707871174127,0.012327782901716822,0.010514121977880658,0.010789659288194444,0.013012167848186729,0.01670347614052855,0.023132763772344394,0.032428380393197016,0.04574942883150077,0.06289603778854809,0.0779858498906893,0.07622474701806842,0.05811451099537037,0.040020664042406125,0.028838483394418725,0.022384580761316872,0.018653901025591564,0.016059781298225308,0.014737478499549896,0.013905340751993314,0.014461564429012346,0.01582361543129501,0.017065228748713992,0.04232907393341692,0.2677169611424576
20180531_135111.jpg,Hole,191.61779307339367,8.945841559237795,0.16699969393449512,0.013123603668331457,0.982312953889702,0.0001729099066146519,0.03528095763406636,0.017432067619920267,0.013803992251800411,0.012065934546199846,0.012300844545717593,0.014210830500096451,0.01746352709860468,0.02307668929237397,0.03107700426392104,0.04212461871865355,0.05643353246367027,0.06901016549318416,0.06836157276797196,0.053662900571469906,0.03778565960165895,0.02751567824877829,0.02158088841065458,0.018164803461773404,0.015924084824299127,0.01521458252957819,0.014770382225758745,0.015720383129983282,0.017085071453832305,0.01809202594521605,0.0445000919294946,0.287341710471322
20180531_135129(1).jpg,Hole,126.3490224545559,7.876912115427388,0.18057496830760994,0.015400033463335485,0.9883732259675035,0.0002386777763661821,0.012335129726080247,0.005962418921199845,0.006285616399819959,0.0066609951694315845,0.00755542394065072,0.009724809309092078,0.013443746684510031,0.02042505083751286,0.032138023847415126,0.051664815518100565,0.08246000313464506,0.11820638523180298,0.12879956406330376,0.10216644663869599,0.06538058308416923,0.040505931210616,0.026551234869309413,0.01898840131092464,0.014087692700295782,0.011653382101176698,0.010307343408404064,0.009916705849729939,0.00992593647521219,0.007374516239872685,0.02584298844200103,0.16163685488602753
20180531_135129.jpg,Hole,126.3490224545559,7.876912115427388,0.18057496830760994,0.015400033463335485,0.9883732259675035,0.0002386777763661821,0.012335129726080247,0.005962418921199845,0.006285616399819959,0.0066609951694315845,0.00755542394065072,0.009724809309092078,0.013443746684510031,0.02042505083751286,0.032138023847415126,0.051664815518100565,0.08246000313464506,0.11820638523180298,0.12879956406330376,0.10216644663869599,0.06538058308416923,0.040505931210616,0.026551234869309413,0.01898840131092464,0.014087692700295782,0.011653382101176698,0.010307343408404064,0.009916705849729939,0.00992593647521219,0.007374516239872685,0.02584298844200103,0.16163685488602753
